,Mass
2262,-1.3314714840441773
2263,-1.05657483237445
2264,-0.46856218070561867
2265,-1.4582003657623521
2266,-0.7427422228691596
2267,-1.5192121771103053
2268,-0.16695201863011966
2269,-0.05655883679442858
2270,-0.09189047997702274
2271,-0.16190509990940924
2272,-1.0642816374877966
2273,-0.3077691301780449
2274,-0.899744170256739
2275,-0.5368414688625324
2276,-1.463069239684632
2277,-0.24492965427217525
2278,-0.769571046401397
2279,-0.14558421463483384
2280,-0.7081562656848326
2281,-0.8565867530802637
2282,-0.060090406061721904
2283,-0.5773044213363997
2284,-0.6652495981507806
2285,-0.592017977573482
2286,-0.7592564460678738
2287,-0.6159660091117615
2288,-0.5723084761823836
2289,-1.2850154698549696
2290,-0.690299692298378
2291,-0.6851623568753247
2292,-0.5633826913845015
2293,-0.623785310666646
2294,0.004747187315033274
2295,-0.4059075800134496
2296,-1.591545583830106
2297,-0.10880407244803175
2298,-0.6643699735978996
2299,0.006662989114600554
2300,-0.6521781000600988
2301,-1.026534965849097
2302,-0.7946457617837637
2303,-1.2805366342129778
2304,-0.9257041260029099
2305,-0.2199945700997021
2306,-0.6322669765041353
2307,-0.931378698091951
2308,-0.10010801101917456
2309,-0.7257638346512095
2310,-0.8058312207822744
2311,-0.9427558741303526
2312,-0.729386225482879
2313,-0.5856647593363712
2314,-1.5062923271155904
2315,-0.8401524249543207
2316,0.016110019526889823
2317,-1.0670189012018056
2318,-0.5134369616227108
2319,-1.495447507550574
2320,-0.34315040336220026
2321,-1.1546629289240053
2322,-0.5470038840370776
2323,-0.05476949529990813
2324,-0.7817063828456046
2325,-1.2590936015850323
2326,-1.0174327232810088
2327,-0.42755119959676385
2328,-1.0330169672605067
2329,-0.5996960246635776
2330,-0.9291776974645134
2331,-0.7775680241613825
2332,-0.9428271930204959
2333,-1.5106863818013645
2334,-0.706212788093286
2335,-0.7049325345053818
2336,-1.603093112261371
2337,-0.6509121984626325
2338,-0.8110977635446699
2339,-0.8780361161795799
2340,-0.7624330456672033
2341,-1.2456213519538295
2342,-0.18909278920458264
2343,-0.7419831676378417
2344,-1.5630485950316233
2345,-0.5075769420943931
2346,-0.3759542866073364
2347,-0.16864914203341289
2348,-1.6317528398720285
2349,-1.0118936532915301
2350,-0.3884179980918721
2351,-0.24832247132644059
2352,-0.4229910278633492
2353,-0.6960516448490912
2354,0.2372596746892166
2355,-0.6575733625228988
2356,-0.44185413489701836
